418B	U+9F9D
7D31	U+7EC2
7D32	U+7EC1
7D33	U+7EC5
7D35	U+7EBB
7D39	U+7ECD
7D40	U+7ECC
7D42	U+7EC8
7D43	U+5F26
7D44	U+7EC4
7D46	U+7ECA
7D4B	U+7E8A
7D4C	U+7D93
7D4F	U+7D32
7D50	U+7ED3
7D55	U+7EDD
7D56	U+7E8A
7D5D	U+8932
7D5E	U+7EDE
7D61	U+7EDC
7D62	U+7EDA
7D66	U+7ED9
7D68	U+7ED2
7D70	U+7ED6
7D72	U+7E9F
7D73	U+7EDB
7D75	U+7E6A
7D76	U+7D55
7D77	U+7E36
7D79	U+7EE2
7D81	U+7ED1
7D88	U+7EE8
7D89	U+7E61
7D8C	U+7EE4
7D8F	U+7EE5
7D91	U+6346
7D93	U+7D4C
7D99	U+7E7C
7D9A	U+7E8C
7D9E	U+7F0D
7DA0	U+F93D
7DA2	U+7EF8
7DAB	U+7DDA
7DAD	U+7EF4
7DAF	U+7EF9
7DB0	U+7EFE
7DB1	U+7EB2
7DB2	U+7F51
7DB3	U+7E43
7DB4	U+7F00
7DB8	U+7EB6
7DB9	U+7EFA
7DBA	U+7EEE
7DBB	U+7EFD
7DBD	U+7EF0
7DBE	U+7EEB
7DBF	U+7EF5
7DC4	U+7EF2
7DC7	U+7F01
7DCA	U+7D27
7DCB	U+7EEF
7DCF	U+7E3D
7DD1	U+7DA0
7DD2	U+7DD6
7DD4	U+7EF1
7DD6	U+7DD2
7DD8	U+7F04
7DD9	U+7F02
7DDA	U+7DAB
7DDD	U+7F09
7DDE	U+7F0E
7DE0	U+7F14
7DE1	U+7F17
7DE3	U+7E01
7DE6	U+7F0C
7DE8	U+7F16
7DE9	U+7F13
7DEC	U+7F05
7DEF	U+7EAC
7DF4	U+7EC3
7DFB	U+81F4
7DFC	U+7E15
7E01	U+7DE3
7E02	U+7E3D
7E04	U+7E69
7E08	U+8426
7E0A	U+7F22
7E0B	U+7F12
7E11	U+7F23
7E15	U+7F0A
7E17	U+7F1E
7E1B	U+7F1A
7E1E	U+7F1F
7E23	U+53BF
7E26	U+7E31
7E2B	U+7F1D
7E2E	U+7F29
7E31	U+7EB5
7E32	U+7F27
7E34	U+7EA4
7E36	U+7D77
7E37	U+7F15
7E39	U+7F25
7E3D	U+7DCF
7E41	U+7DD0
7E43	U+7DB3
7E45	U+7F2B
7E46	U+7F2A
7E48	U+7E66
7E4A	U+7E96
7E4B	U+7E6B
7E4D	U+7E61
7E54	U+7EC7
7E55	U+7F2E
7E59	U+7FFB
7E5A	U+7F2D
7E5E	U+7ED5
7E61	U+7E4D
7E62	U+7E6A
7E66	U+7E48
7E69	U+7E04
7E6A	U+7F0B
7E6B	U+7E4B
7E6E	U+7F30
7E6F	U+7F33
7E73	U+7F34
7E79	U+7ECE
7E7C	U+7EE7
7E7D	U+7F24
7E7E	U+7F31
7E7F	U+8964
7E87	U+98A3
7E89	U+7E98
7E8A	U+7D4B
7E8C	U+7EED
7E8D	U+7D2F
7E8E	U+7E96
7E8F	U+7F20
7E92	U+7E8F
7E93	U+7F28
7E96	U+7EA4
7E98	U+7E89
7E9C	U+7F06
7EA0	U+7CFE
7EA1	U+7D06
7EA2	U+7D05
7EA3	U+7D02
7EA4	U+7E34
7EA5	U+7D07
7EA6	U+7D04
7EA7	U+7D1A
7EA9	U+7E8A
7EAA	U+7D00
7EAB	U+7D09
7EAC	U+7DEF
7EAD	U+7D1C
7EAE	U+7D18
7EAF	U+7D14
7EB0	U+7D15
7EB1	U+7D17
7EB3	U+7D0D
7EB4	U+7D1D
7EB5	U+7E31
7EB6	U+7DB8
7EB7	U+7D1B
7EB8	U+7D19
7EB9	U+7D0B
7EBA	U+7D21
7EBB	U+7D35
7EBD	U+7D10
7EBE	U+7D13
7EBF	U+7DDA
7EC1	U+7D32
7EC2	U+7D31
7EC3	U+7DF4
7EC4	U+7D44
7EC5	U+7D33
7EC6	U+7D30
7EC8	U+7D42
7ECA	U+7D46
7ECB	U+7D3C
7ECC	U+7D40
7ECD	U+7D39
7ECE	U+7E79
7ECF	U+7D93
7ED1	U+7D81
7ED2	U+7D68
7ED4	U+8932
7ED5	U+7E5E
7ED6	U+7D70
7ED8	U+7E6A
7ED9	U+7D66
7EDA	U+7D62
7EDB	U+7D73
7EDC	U+7D61
7EDD	U+7D55
7EDF	U+7D71
7EE1	U+7D83
7EE2	U+7D79
7EE3	U+7E61
7EE4	U+7D8C
7EE5	U+7D8F
7EE7	U+7E7C
7EE8	U+7D88
7EE9	U+7E3E
7EEB	U+7DBE
7EED	U+7E8C
7EEE	U+7DBA
7EEF	U+7DCB
7EF0	U+7DBD
7EF1	U+7DD4
7EF2	U+7DC4
7EF3	U+7E69
7EF4	U+7DAD
7EF7	U+7E43
7EF8	U+7DA2
7EF9	U+7DAF
7EFA	U+7DB9
7EFC	U+7D9C
7EFD	U+7DBB
7EFE	U+7DB0
7EFF	U+7DA0
7F00	U+7DB4
7F02	U+7DD9
7F04	U+7DD8
7F05	U+7DEC
7F06	U+7E9C
7F09	U+7DDD
7F0A	U+7E15
7F0B	U+7E6A
7F0C	U+7DE6
7F0D	U+7D9E
7F10	U+7DDA
7F12	U+7E0B
7F13	U+7DE9
7F14	U+7DE0
7F15	U+7E37
7F16	U+7DE8
7F17	U+7DE1
7F18	U+7DE3
7F1A	U+7E1B
7F1D	U+7E2B
7F1E	U+7E17
7F1F	U+7E1E
7F20	U+7E8F
7F22	U+7E0A
7F23	U+7E11
7F24	U+7E7D
7F25	U+7E39
7F26	U+7E35
7F28	U+7E93
7F29	U+7E2E
7F2A	U+7E46
7F2B	U+7E45
7F2D	U+7E5A
7F2E	U+7E55
7F2F	U+7E52
7F30	U+7E6E
7F31	U+7E7E
7F34	U+7E73
7F35	U+7E98
7F36	U+7F50
7F37	U+5378
7F3A	U+6B20
7F3D	U+9262
7F3E	U+74F6
7F47	U+6A3D
7F50	U+7F36
7F51	U+7DB2
7F57	U+56C9
7F58	U+7F66
7F5A	U+7F70
7F62	U+7F77
7F65	U+7F82
7F6A	U+8FA0
7F6E	U+5BD8
7F70	U+7F78
7F74	U+7F86
7F75	U+9A82
7F76	U+7F80
7F77	U+7F62
7F79	U+F9E6
7F80	U+7F76
7F81	U+7F88
7F82	U+7F65
7F83	U+51AA
7F85	U+F90F
7F86	U+7F74
7F87	U+7F88
7F88	U+898A
7F8B	U+8288
7F9A	U+F9AF
7F9D	U+7274
7FA1	U+7FA8
7FA3	U+7FA4
7FA4	U+7FA3
7FA9	U+4E49
7FAE	U+7FB9
7FB9	U+7FAE
7FBD	U+FA1E
7FC4	U+7FC5
7FC5	U+7FC4
7FC6	U+7FE0
7FD2	U+4E60
7FD8	U+7FF9
7FDA	U+7FEC
7FE0	U+7FC6
7FEC	U+7FDA
7FF1	U+7FFA
7FF6	U+7FF1
7FF9	U+7FD8
7FFA	U+7FF1
7FFB	U+7E59
7FFD	U+7FD9
8000	U+71FF
8001	U+8002
8002	U+8001
8003	U+6537
8007	U+8008
8008	U+8007
8009	U+8008
8017	U+79CF
8018	U+79D0
8021	U+92E4
8024	U+85C9
8038	U+8073
803B	U+6065
803D	U+8EAD
803F	U+7085
8042	U+8076
8046	U+F9B0
804B	U+807E
804C	U+8077
804D	U+8079
8054	U+806F
8056	U+580A
805F	U+5A7F
8061	U+8070
8068	U+806F
8069	U+8075
806A	U+8070
806B	U+806F
806E	U+806F
806F	U+8068
8070	U+8061
8072	U+58F0
8073	U+8038
8074	U+807D
8075	U+8069
8076	U+8042
8079	U+804D
807C	U+807D
807D	U+542C
807E	U+F945
807F	U+8080
8080	U+807F
8085	U+7C9B
8086	U+56DB
8089	U+5B8D
808B	U+F953
8090	U+80F3
80A0	U+8178
80A1	U+8135
80A4	U+819A
80AE	U+9AAF
80AF	U+80BB
80B2	U+6BD3
80BB	U+80AF
80BE	U+814E
80BF	U+816B
80C0	U+8139
80C1	U+8105
80C4	U+5191
80CA	U+6710
80DC	U+52DD
80DD	U+90C5
80DE	U+812C
80E1	U+695C
80EA	U+81DA
80EB	U+811B
80ED	U+81D9
80F3	U+8090
80F6	U+81A0
80F7	U+80F8
80F8	U+80F7
80FC	U+8141
8105	U+80C1
8107	U+8105
8108	U+8109
8109	U+8108
810D	U+81BE
810F	U+9AD2
8110	U+81CD
8111	U+8166
8113	U+81BF
811B	U+80EB
8123	U+5507
8127	U+6718
812B	U+8131
812C	U+80DE
8131	U+812B
8132	U+5C3F
8133	U+8166
8135	U+80A1
8138	U+81C9
8139	U+80C0
8141	U+80FC
814A	U+81D8
814E	U+80BE
8158	U+8195
815F	U+81A3
8161	U+8136
8166	U+8111
816B	U+80BF
8173	U+811A
8178	U+8193
817B	U+81A9
817D	U+8183
8183	U+817D
8191	U+81CF
8195	U+8158
8198	U+81D5
819A	U+80A4
81A0	U+80F6
81A3	U+815F
81A9	U+817B
81B8	U+9AD3
81BD	U+80C6
81BE	U+810D
81C8	U+81D8
81C9	U+8138
81CD	U+8110
81CF	U+9AD5
81D3	U+81DF
81D5	U+8198
81D8	U+814A
81D9	U+80ED
81DA	U+80EA
81DC	U+81E2
81DF	U+810F
81E2	U+81DC
81E5	U+5367
81E8	U+F9F6
81F4	U+7DFB
8203	U+8204
8204	U+8203
8206	U+8F3F
8207	U+4E0E
8208	U+5174
8209	U+64E7
820A	U+65E7
820D	U+820E
820E	U+820D
8216	U+92EA
8217	U+92EA
8218	U+9928
8221	U+8239
8229	U+8239
822E	U+6AD3
8230	U+8266
8231	U+8259
8235	U+67C1
8236	U+824A
8239	U+8229
823B	U+6AD3
824A	U+8236
8263	U+6AD3
8266	U+8230
826A	U+6AD3
826B	U+6AD3
826F	U+F97C
8270	U+8271
8271	U+8270
8273	U+8C54
8274	U+52C3
8277	U+8C54
827A	U+85DD
827D	U+97ED
8282	U+7BC0
8288	U+7F8B
828A	U+831C
8298	U+853D
82A6	U+8606
82AD	U+5DF4
82B8	U+85DD
82BB	U+520D
82C1	U+84EF
82C5	U+5208
82C7	U+8466
82CB	U+83A7
82CC	U+8407
82CE	U+8499
82CF	U+8607
82D1	U+83C0
82E5	U+F974
82F9	U+860B
82FA	U+8393
82FD	U+83C7
82FF	U+83CB
8303	U+7BC4
8305	U+6CD6
8306	U+8305
8308	U+67F4
830E	U+8396
830F	U+8622
8315	U+7162
8318	U+8354
8327	U+7E6D
832D	U+6912
8332	U+7386
8336	U+F9FE
8345	U+7B54
8346	U+834A
834A	U+8346
8350	U+85A6
8358	U+838A
8359	U+8598
835A	U+83A2
835B	U+8558
835C	U+84FD
835D	U+8434
835E	U+854E
835F	U+8588
8360	U+85BA
8363	U+69AE
8364	U+8477
8366	U+7296
8368	U+8541
8369	U+85CE
836A	U+84C0
836B	U+852D
837D	U+840E
8386	U+84B2
838A	U+8358
8393	U+82FA
8396	U+830E
83A2	U+835A
83A7	U+82CB
83B1	U+840A
83B2	U+84EE
83B4	U+8435
83B5	U+83DF
83B7	U+7A6B
83B8	U+8555
83BA	U+9DAF
83BC	U+8493
83C0	U+82D1
83C7	U+82FD
83CB	U+82FF
83D4	U+8514
83DD	U+853D
83DF	U+83B5
83EB	U+5807
83EF	U+5D0B
83F0	U+82FD
83F1	U+F958
83F7	U+5E1A
83FB	U+9EBB
8405	U+6625
8406	U+853D
8407	U+82CC
840A	U+83B1
840C	U+8420
840E	U+837D
841A	U+8600
841D	U+863F
8420	U+840C
8424	U+87A2
8425	U+71DF
8426	U+7E08
8427	U+856D
8428	U+85A9
842C	U+4E07
8435	U+83B4
843C	U+855A
843D	U+F918
8449	U+F96E
8462	U+84CB
8466	U+82C7
846B	U+80E1
846C	U+585F
8477	U+8364
8489	U+8562
848B	U+8523
848C	U+851E
848D	U+853F
8493	U+84F4
8494	U+83B3
8499	U+61DE
849E	U+8385
84B2	U+8386
84BC	U+82CD
84C0	U+836A
84C6	U+5E2D
84CB	U+76D6
84D6	U+8298
84DD	U+85CD
84DF	U+858A
84E0	U+863A
84E1	U+53C3
84E3	U+8577
84E6	U+9A40
84EE	U+83B2
84F4	U+8493
84FC	U+F9C2
84FD	U+835C
8514	U+83D4
851E	U+848C
8523	U+848B
852D	U+836B
8535	U+85CF
8537	U+8594
853A	U+85FA
853C	U+85F9
853D	U+8298
853F	U+848D
8541	U+8368
854A	U+8602
854B	U+854A
854E	U+835E
8555	U+83B8
8558	U+835B
855A	U+843C
8562	U+8489
8569	U+8361
856A	U+829C
8570	U+8580
8572	U+8604
8574	U+860A
8577	U+84E3
8580	U+8570
8588	U+835F
858A	U+84DF
8591	U+59DC
8594	U+8537
85A6	U+8350
85A9	U+8428
85AB	U+85B0
85AC	U+85E5
85AE	U+85EA
85B0	U+85AB
85BA	U+8415
85C9	U+501F
85CD	U+84DD
85CE	U+8369
85CF	U+8535
85D3	U+861A
85DD	U+517F
85E5	U+85AC
85EA	U+7C54
85F4	U+860A
85F9	U+853C
85FA	U+853A
8600	U+841A
8602	U+854A
8606	U+F935
8607	U+82CF
860A	U+8574
860B	U+82F9
860F	U+8614
8613	U+8607
8614	U+860F
8616	U+8617
8617	U+6A98
861A	U+85D3
8622	U+830F
862D	U+5170
862F	U+76EA
863A	U+84E0
863F	U+F910
864E	U+4E55
864F	U+865C
8650	U+4E47
8651	U+616E
8655	U+51E6
8656	U+547C
865A	U+865B
865B	U+865A
865C	U+F936
865F	U+53F7
8667	U+4E8F
866B	U+87F2
866E	U+87E3
867A	U+8770
867D	U+96D6
867E	U+8766
8680	U+8755
8681	U+87FB
8682	U+879E
8683	U+8801
868A	U+87A1
8695	U+8836
86CA	U+8831
86CB	U+65E6
86CD	U+87A2
86CE	U+8823
86CF	U+87F6
86D4	U+8716
86DB	U+9F04
86EE	U+883B
86F2	U+87EF
86F3	U+8784
86F4	U+8810
86FB	U+8715
8715	U+86FB
8716	U+86D4
8717	U+8778
8718	U+9F05
8739	U+868B
873A	U+9713
8747	U+8805
8748	U+87C8
8749	U+87EC
874B	U+881F
8755	U+8680
8766	U+867E
8768	U+8671
8774	U+80E1
8778	U+8717
877C	U+87BB
877E	U+8811
877F	U+8805
8780	U+87BF
8784	U+86F3
8797	U+87B3
879E	U+8682
87A2	U+86CD
87B3	U+8797
87B5	U+8731
87BA	U+F911
87BB	U+877C
87BF	U+8780
87C1	U+868A
87C4	U+86F0
87C7	U+87C6
87C8	U+8748
87CF	U+8828
87D2	U+880E
87E3	U+866E
87EC	U+8749
87EF	U+86F2
87F2	U+866B
87F6	U+86CF
87FB	U+8681
8801	U+8683
8805	U+8747
880E	U+87D2
880F	U+87F9
8810	U+86F4
8811	U+877E
8822	U+60F7
8823	U+86CE
8827	U+8839
8828	U+87CF
8831	U+86CA
8836	U+8695
8839	U+8827
883B	U+86EE
8844	U+8842
8845	U+91C1
8846	U+773E
884C	U+FA08
8853	U+672F
8854	U+929C
8857	U+4E8D
885B	U+536B
885D	U+51B2
885E	U+885B
8865	U+88DC
886C	U+896F
8884	U+8956
8885	U+5B1D
8886	U+8918
8896	U+890E
88AD	U+8972
88AF	U+894F
88B4	U+8932
88C2	U+F9A0
88C5	U+88DD
88C6	U+8960
88C8	U+890C
88CA	U+5B1D
88CF	U+F9E9
88D9	U+5E2C
88DC	U+8865
88DD	U+88C5
88E0	U+88D9
88E2	U+8933
88E4	U+8932
88E5	U+8947
88F4	U+88F5
88F5	U+88F4
88F8	U+F912
88FD	U+5236
8907	U+5FA9
890C	U+88C8
8912	U+8943
8913	U+8934
8918	U+8886
891B	U+8938
8932	U+7DAF
8934	U+8913
8938	U+891B
893B	U+4EB5
8943	U+8912
8947	U+88E5
894F	U+88AF
8955	U+8974
8956	U+8884
8960	U+88C6
8964	U+F924
896A	U+97C8
896F	U+886C
8972	U+88AD
8974	U+5E71
897E	U+897F
897F	U+8980
8980	U+897F
8986	U+5FA9
8987	U+9738
8988	U+6838
8989	U+7F88
898A	U+7F88
898B	U+89C1
898E	U+89C3
898F	U+69FB
8993	U+89C5
8996	U+89C6
8999	U+89BC
899A	U+89BA
89A5	U+89CD
89A6	U+89CE
89AA	U+4EB2
89AC	U+89CA
89B2	U+89D0
89B3	U+89C0
89B5	U+89B8
89B8	U+89B5
89BA	U+899A
89BD	U+89A7
89C0	U+898C
89C1	U+898B
89C2	U+89C0
89C3	U+898E
89C4	U+898F
89C6	U+8996
89C8	U+89BD
89C9	U+89BA
89CA	U+89AC
89CD	U+89A5
89CE	U+89A6
89D0	U+89B2
89D2	U+752A
89D4	U+65A4
89DD	U+7274
89DE	U+89F4
89E3	U+89E7
89E6	U+89F8
89E7	U+89E3
89F4	U+89DE
89F8	U+89E6
8A00	U+8A01
8A02	U+8BA2
8A03	U+8BA3
8A08	U+8BA1
8A0A	U+8BAF
8A0C	U+8BA7
8A0E	U+8BA8
8A10	U+8BA6
8A12	U+8BB1
8A13	U+8BAD
8A16	U+8BAB
8A17	U+8BAC
8A18	U+8BB0
8A1A	U+8ABE
8A1B	U+8B4C
8A1D	U+8BB6
8A1F	U+8BBC
8A23	U+8BC0
8A29	U+8BBB
8A2A	U+8BBF
8A2D	U+8BBE
8A31	U+8BB8
8A33	U+8B6F
8A34	U+8BC9
8A36	U+5475
8A3A	U+8BCA
8A3C	U+8B49
8A41	U+8BC2
8A46	U+8BCB
8A50	U+8BC8
8A54	U+8BCF
8A55	U+8BC4
8A56	U+8BD0
8A57	U+8BC7
8A5B	U+8BC5
8A5F	U+8B8B
8A60	U+548F
8A62	U+8BE2
8A63	U+8BE3
8A66	U+8BD5
8A67	U+5BDF
8A69	U+8BD7
8A6B	U+8BE7
8A6C	U+8BDF
8A6E	U+8BE0
8A70	U+8BD8
8A71	U+8BDD
8A72	U+8BE5
8A73	U+8BE6
8A76	U+916C
8A7B	U+54AF
8A7C	U+8BD9
8A85	U+8BDB
8A87	U+5938
8A89	U+8B7D
8A8A	U+8B04
8A8C	U+5FD7
8A8D	U+8BA4
8A91	U+8BF3
8A92	U+5509
8A95	U+8BDE
8A98	U+8BF1
8AA0	U+8BDA
8AA1	U+8BEB
8AA3	U+8BEC
8AA4	U+8BEF
8AA5	U+8BF0
8AA6	U+8BF5
8AA8	U+8BF2
8AAA	U+8AAC
8AAC	U+8AAA
8AAD	U+8B80
8AB0	U+8C01
8AB2	U+8BFE
8ABC	U+8C0A
8ABE	U+8A1A
8ABF	U+8C03
8AC2	U+8C04
8AC7	U+8C08
8AC9	U+8BFF
8ACB	U+8BF7
8ACC	U+8AEB
8AD2	U+8C05
8AD6	U+F941
8ADC	U+8C0D
8ADE	U+8C1D
8AE0	U+55A7
8AE6	U+8C1B
8AE7	U+8C10
8AE9	U+8B5C
8AEB	U+8C0F
8AED	U+8C15
8AEE	U+54A8
8AF7	U+8BBD
8AF8	U+8BF8
8AFA	U+8C1A
8AFE	U+8BFA
8B00	U+8C0B
8B01	U+8C12
8B02	U+8C13
8B04	U+8A8A
8B0E	U+8C1C
8B17	U+8C24
8B19	U+8C26
8B1B	U+8BB2
8B1D	U+8C22
8B20	U+8C23
8B21	U+8B20
8B28	U+8C1F
8B2D	U+8C2B
8B39	U+8C28
8B3C	U+547C
8B41	U+54D7
8B49	U+8BC1
8B4C	U+8A1B
8B4F	U+8BA5
8B58	U+8BC6
8B5A	U+8C2D
8B5C	U+8C31
8B5F	U+566A
8B6B	U+8C35
8B6F	U+8A33
8B70	U+8BAE
8B71	U+5584
8B72	U+8B93
8B74	U+8C34
8B77	U+62A4
8B78	U+8BEA
8B7D	U+8A89
8B7E	U+8B2D
8B80	U+F95A
8B83	U+8B9A
8B85	U+8C09
8B86	U+8B8F
8B8A	U+5909
8B8B	U+8A5F
8B8C	U+71D5
8B8E	U+4EC7
8B90	U+4EC7
8B92	U+8C17
8B93	U+8BA9
8B96	U+8C36
8B99	U+6B61
8B9A	U+8B83
8B9E	U+8C33
8BA0	U+8A00
8BA2	U+8A02
8BA3	U+8A03
8BA4	U+8A8D
8BA5	U+8B4F
8BA6	U+8A10
8BA7	U+8A0C
8BA8	U+8A0E
8BA9	U+8B93
8BAA	U+8A15
8BAC	U+8A17
8BAD	U+8A13
8BAE	U+8B70
8BAF	U+8A0A
8BB0	U+8A18
8BB1	U+8A12
8BB2	U+8B1B
8BB3	U+8AF1
8BB6	U+8A1D
8BB8	U+8A31
8BB9	U+8A1B
8BBA	U+8AD6
8BBB	U+8A29
8BBC	U+8A1F
8BBD	U+8AF7
8BBE	U+8A2D
8BBF	U+8A2A
8BC0	U+8A23
8BC2	U+8A41
8BC3	U+5475
8BC4	U+8A55
8BC5	U+8A5B
8BC6	U+8B58
8BC7	U+8A57
8BC8	U+8A50
8BC9	U+8A34
8BCA	U+8A3A
8BCD	U+8A5E
8BCF	U+8A54
8BD0	U+8A56
8BD1	U+8B6F
8BD5	U+8A66
8BD7	U+8A69
8BD8	U+8A70
8BD9	U+8A7C
8BDA	U+8AA0
8BDD	U+8A71
8BDE	U+8A95
8BDF	U+8A6C
8BE0	U+8A6E
8BE1	U+8A6D
8BE2	U+8A62
8BE3	U+8A63
8BE5	U+8A72
8BE6	U+8A73
8BEA	U+8B78
8BEB	U+8AA1
8BEC	U+8AA3
8BED	U+8A9E
8BEF	U+8AA4
8BF0	U+8AA5
8BF1	U+8A98
8BF2	U+8AA8
8BF3	U+8A91
8BF5	U+8AA6
8BF6	U+5509
8BF7	U+8ACB
8BF8	U+FA22
8BFA	U+8AFE
8BFB	U+8B80
8BFE	U+8AB2
8BFF	U+8AC9
8C03	U+8ABF
8C04	U+8AC2
8C05	U+8AD2
8C06	U+8AC4
8C08	U+8AC7
8C09	U+8B85
8C0A	U+8ABC
8C0B	U+8B00
8C0D	U+8ADC
8C0F	U+8AEB
8C10	U+8AE7
8C12	U+8B01
8C13	U+8B02
8C15	U+8AED
8C17	U+8B92
8C18	U+54A8
8C1A	U+8AFA
8C1B	U+8AE6
8C1D	U+8ADE
8C1E	U+8ADD
8C1F	U+8B28
8C22	U+8B1D
8C23	U+8B20
8C24	U+8B17
8C26	U+8B19
8C28	U+8B39
8C2B	U+8B2D
8C2D	U+8B5A
8C31	U+8B5C
8C32	U+8B4E
8C33	U+8B9E
8C34	U+8B74
8C35	U+8B6B
8C36	U+8B96
8C37	U+7A40
8C48	U+5C82
8C4A	U+8C50
8C4E	U+7AD6
8C50	U+8C4A
8C54	U+8276
8C5C	U+8C63
8C63	U+8C5C
8C6B	U+4E88
8C6C	U+732A
8C7A	U+72B2
8C89	U+72E2
8C8A	U+8C98
8C8C	U+7683
8C98	U+8C8A
8C9D	U+8D1D
8C9E	U+8D1E
8C9F	U+8D20
8CA0	U+8D1F
8CA1	U+8D22
8CA2	U+8D21
8CA7	U+8D2B
8CA8	U+8D27
8CAA	U+8D2A
8CAB	U+8D2F
8CAC	U+8D23
8CAD	U+8CEA
8CAE	U+4E8C
8CAF	U+8D2E
8CB2	U+8D40
8CB3	U+4E8C
8CB4	U+8D35
8CB7	U+4E70
8CB8	U+8D37
8CBB	U+8D39
8CBC	U+8D34
8CBD	U+8D3B
8CBF	U+8D38
8CC0	U+8D3A
8CC1	U+8D32
8CC2	U+8D42
8CC3	U+8D41
8CC4	U+8D3F
8CC5	U+8D45
8CC7	U+8D44
8CC8	U+8D3E
8CC9	U+6064
8CCA	U+621D
8CD1	U+8D48
8CD2	U+8D4A
8CD3	U+5BBE
8CD4	U+8CD3
8CD9	U+8D52
8CDB	U+8D0A
8CDC	U+8D50
8CDE	U+8D4F
8CE2	U+8D24
8CE3	U+58F2
8CE4	U+8D31
8CE6	U+8D4B
8CEA	U+8CAD
8CEC	U+5E33
8CF4	U+8D56
8CF5	U+8D57
8CF8	U+5269
8CFA	U+8D5A
8CFC	U+8D2D
8CFD	U+8D5B
8D05	U+8D58
8D07	U+8D5F
8D0A	U+8CDB
8D0B	U+8D5D
8D0D	U+8D61
8D0F	U+8D62
8D10	U+8D46
8D13	U+8D43
8D16	U+8D4E
8D17	U+8D0B
8D1B	U+8D63
8D1C	U+8D13
8D1D	U+8C9D
8D1E	U+8C9E
8D1F	U+8CA0
8D20	U+8C9F
8D21	U+8CA2
8D23	U+8CAC
8D24	U+8CE2
8D25	U+6557
8D26	U+5E33
8D27	U+8CA8
8D28	U+8CEA
8D29	U+8CA9
8D2A	U+8CAA
8D2B	U+8CA7
8D2D	U+8CFC
8D2E	U+8CAF
8D2F	U+8CAB
8D30	U+4E8C
8D31	U+8CE4
8D32	U+8CC1
8D34	U+8CBC
8D35	U+8CB4
8D37	U+8CB8
8D39	U+8CBB
8D3A	U+8CC0
8D3B	U+8CBD
8D3C	U+8CCA
8D3E	U+8CC8
8D3F	U+8CC4
8D40	U+8CB2
8D41	U+8CC3
8D42	U+8CC2
8D44	U+8CC7
8D45	U+8CC5
8D46	U+8D10
8D48	U+8CD1
8D4A	U+8CD2
8D4B	U+8CE6
8D4C	U+8CED
8D4E	U+8D16
8D4F	U+8CDE
8D51	U+8D14
8D52	U+8CD9
8D54	U+8CE0
8D56	U+8CF4
8D57	U+8CF5
8D58	U+8D05
8D5A	U+8CFA
8D5B	U+8CFD
8D5D	U+8D0B
8D5F	U+8D07
8D60	U+8D08
8D61	U+8D0D
8D62	U+8D0F
8D63	U+8D1B
8D6A	U+8D6C
8D6C	U+8D6A
8D70	U+8D71
8D71	U+8D70
8D76	U+8D95
8D81	U+8D82
8D82	U+8D81
8D8B	U+8DA8
8D95	U+8D76
8D99	U+8D75
8DA8	U+8D8B
8DB8	U+8E89
8DC3	U+8E8D
8DE1	U+8FF9
8DE5	U+8DFA
8DEF	U+F937
8DF5	U+8E10
8DF6	U+8E82
8DF7	U+8E7A
8DFA	U+8DE5
8E08	U+758F
8E0A	U+8E34
8E10	U+8DF5
8E28	U+8E64
8E2F	U+8E91
8E34	U+8E0A
8E51	U+8EA1
8E52	U+8E63
8E5F	U+8DE1
8E63	U+8E52
8E64	U+8E28
8E7A	U+8DF7
8E7B	U+8E7A
8E82	U+8DF6
8E89	U+8DB8
8E8A	U+8E0C
8E8D	U+8DC3
8E8F	U+8EAA
8E97	U+8E9B
8E9B	U+8E97
8EA1	U+8E51
8EAA	U+8E8F
8EAD	U+803D
8EAF	U+8EC0
8EB0	U+9AD4
8EB1	U+8EB2
8EB2	U+8EB1
8EC6	U+9AD4
8ECA	U+8F66
8ECB	U+8F67
8ECC	U+8F68
8ECD	U+519B
8ED1	U+8F6A
8ED2	U+8F69
8ED4	U+8F6B
8EDF	U+8F6F
8EE2	U+8F49
8EE3	U+8F5F
8EF8	U+8F74
8EFB	U+8F72
8EFC	U+8F76
8EFD	U+8F15
8EFE	U+8F7C
8EFF	U+8F27
8F08	U+8F80
8F09	U+8F7D
8F0A	U+8F7E
8F0C	U+8F1B
8F12	U+8F84
8F14	U+8F85
8F15	U+8F7B
8F1B	U+8F0C
8F1C	U+8F8E
8F1D	U+8F89
8F1F	U+8F8D
8F26	U+F998
8F27	U+8EFF
8F29	U+8F88
8F2A	U+F9D7
8F2C	U+8F8C
8F2F	U+8F91
8F38	U+8F93
8F3B	U+FA07
8F3C	U+8F40
8F3E	U+8F97
8F3F	U+8206
8F40	U+8F92
8F42	U+6BC2
8F44	U+8F96
8F45	U+8F95
8F49	U+8EE2
8F4D	U+8F99
8F4E	U+8F7F
8F54	U+8F9A
8F5F	U+8F70
8F61	U+8F94
8F62	U+F98D
8F66	U+8ECA
8F67	U+8ECB
8F68	U+8ECC
8F69	U+8ED2
8F6A	U+8ED1
8F6B	U+8ED4
8F6D	U+8EDB
8F6E	U+8F2A
8F6F	U+8EDF
8F70	U+8F5F
8F72	U+8EFB
8F74	U+8EF8
8F76	U+8EFC
8F7B	U+8F15
8F7C	U+8EFE
8F7E	U+8F0A
8F7F	U+8F4E
8F80	U+8F08
8F83	U+8F03
8F84	U+8F12
8F85	U+8F14
